"Server-side URL redirect","Server-side URL redirection based on unvalidated user input may cause redirection to malicious web sites.","warning","Untrusted URL redirection due to [[""user-provided value""|""relative:///lib/sexstatic.js:37:17:37:23""]].
Untrusted URL redirection due to [[""user-provided value""|""relative:///lib/sexstatic.js:40:28:40:34""]].
Untrusted URL redirection due to [[""user-provided value""|""relative:///lib/sexstatic.js:136:85:136:91""]].","/lib/sexstatic.js","148","39","149","53"
"Unvalidated dynamic method call","Calling a method with a user-controlled name may dispatch to an unexpected target, which could cause an exception.","warning","Invocation of method with [[""user-controlled""|""relative:///lib/sexstatic.js:37:17:37:23""]] name may dispatch to unexpected target and cause an exception.
Invocation of method with [[""user-controlled""|""relative:///lib/sexstatic.js:40:28:40:34""]] name may dispatch to unexpected target and cause an exception.
Invocation of method with [[""user-controlled""|""relative:///lib/sexstatic.js:136:85:136:91""]] name may dispatch to unexpected target and cause an exception.","/lib/sexstatic.js","90","26","90","32"
"Reflected cross-site scripting","Writing user input directly to an HTTP response allows for a cross-site scripting vulnerability.","error","Cross-site scripting vulnerability due to [[""user-provided value""|""relative:///lib/sexstatic/showdir.js:22:28:22:34""]].
Cross-site scripting vulnerability due to [[""user-provided value""|""relative:///lib/sexstatic.js:37:17:37:23""]].
Cross-site scripting vulnerability due to [[""user-provided value""|""relative:///lib/sexstatic.js:40:28:40:34""]].
Cross-site scripting vulnerability due to [[""user-provided value""|""relative:///lib/sexstatic.js:136:85:136:91""]].","/lib/sexstatic/showdir.js","163","21","163","24"
"Stored cross-site scripting","Using uncontrolled stored values in HTML allows for a stored cross-site scripting vulnerability.","error","Stored cross-site scripting vulnerability due to [[""stored value""|""relative:///lib/sexstatic/showdir.js:39:38:39:42""]].","/lib/sexstatic/showdir.js","163","21","163","24"
"Uncontrolled data used in path expression","Accessing paths influenced by users can allow an attacker to access unexpected resources.","error","This path depends on [[""a user-provided value""|""relative:///lib/sexstatic/showdir.js:22:28:22:34""]].
This path depends on [[""a user-provided value""|""relative:///lib/sexstatic.js:37:17:37:23""]].
This path depends on [[""a user-provided value""|""relative:///lib/sexstatic.js:40:28:40:34""]].
This path depends on [[""a user-provided value""|""relative:///lib/sexstatic.js:136:85:136:91""]].","/lib/sexstatic/showdir.js","33","13","33","15"
"Uncontrolled data used in path expression","Accessing paths influenced by users can allow an attacker to access unexpected resources.","error","This path depends on [[""a user-provided value""|""relative:///lib/sexstatic/showdir.js:22:28:22:34""]].
This path depends on [[""a user-provided value""|""relative:///lib/sexstatic.js:37:17:37:23""]].
This path depends on [[""a user-provided value""|""relative:///lib/sexstatic.js:40:28:40:34""]].
This path depends on [[""a user-provided value""|""relative:///lib/sexstatic.js:136:85:136:91""]].","/lib/sexstatic/showdir.js","39","18","39","20"
"Uncontrolled data used in path expression","Accessing paths influenced by users can allow an attacker to access unexpected resources.","error","This path depends on [[""a user-provided value""|""relative:///lib/sexstatic/showdir.js:22:28:22:34""]].
This path depends on [[""a user-provided value""|""relative:///lib/sexstatic.js:37:17:37:23""]].
This path depends on [[""a user-provided value""|""relative:///lib/sexstatic.js:40:28:40:34""]].
This path depends on [[""a user-provided value""|""relative:///lib/sexstatic.js:136:85:136:91""]].","/lib/sexstatic/showdir.js","84","21","84","40"
"File data in outbound network request","Directly sending file data in an outbound network request can indicate unauthorized information disclosure.","warning","[[""File data""|""relative:///test/common-cases.js:88:11:88:90""]] flows directly to outbound network request","/test/core.js","38","19","42","7"
"File data in outbound network request","Directly sending file data in an outbound network request can indicate unauthorized information disclosure.","warning","[[""File data""|""relative:///test/common-cases.js:88:11:88:90""]] flows directly to outbound network request","/test/express.js","42","19","46","7"
"File data in outbound network request","Directly sending file data in an outbound network request can indicate unauthorized information disclosure.","warning","[[""File data""|""relative:///test/common-cases.js:88:11:88:90""]] flows directly to outbound network request","/test/union.js","40","19","44","7"
