"Inefficient regular expression","A regular expression that requires exponential time to match certain inputs can be a performance bottleneck, and may be vulnerable to denial-of-service attacks.","error","This part of the regular expression may cause exponential backtracking on strings containing many repetitions of '__'.","/dist/lib/marked.js","457","13","457","27"
"Inefficient regular expression","A regular expression that requires exponential time to match certain inputs can be a performance bottleneck, and may be vulnerable to denial-of-service attacks.","error","This part of the regular expression may cause exponential backtracking on strings containing many repetitions of '**'.","/dist/lib/marked.js","457","37","457","53"
"Inefficient regular expression","A regular expression that requires exponential time to match certain inputs can be a performance bottleneck, and may be vulnerable to denial-of-service attacks.","error","This part of the regular expression may cause exponential backtracking on strings containing many repetitions of '__'.","/lib/marked.js","457","13","457","27"
"Inefficient regular expression","A regular expression that requires exponential time to match certain inputs can be a performance bottleneck, and may be vulnerable to denial-of-service attacks.","error","This part of the regular expression may cause exponential backtracking on strings containing many repetitions of '**'.","/lib/marked.js","457","37","457","53"
"Incomplete string escaping or encoding","A string transformer that does not replace or escape all occurrences of a meta-character may be ineffective.","warning","This replaces only the first occurrence of '%24'.","/dist/swagger-ui.js","7562","10","7563","53"
"Incomplete string escaping or encoding","A string transformer that does not replace or escape all occurrences of a meta-character may be ineffective.","warning","This replaces only the first occurrence of '%5D'.","/dist/swagger-ui.js","7562","10","7563","33"
"Incomplete string escaping or encoding","A string transformer that does not replace or escape all occurrences of a meta-character may be ineffective.","warning","This replaces only the first occurrence of '%5B'.","/dist/swagger-ui.js","7562","10","7563","14"
"Incomplete HTML attribute sanitization","Writing incompletely sanitized values to HTML attribute strings can lead to a cross-site scripting vulnerability.","warning","Cross-site scripting vulnerability as the output of [[""this final HTML sanitizer step""|""relative:///dist/lib/highlight.9.1.0.pack.js:2:191:2:258""]] may contain quotes when it reaches this attribute definition.","/dist/lib/highlight.9.1.0.pack.js","2","1220","2","1229"
"Incomplete HTML attribute sanitization","Writing incompletely sanitized values to HTML attribute strings can lead to a cross-site scripting vulnerability.","warning","Cross-site scripting vulnerability as the output of [[""this final HTML sanitizer step""|""relative:///lib/highlight.9.1.0.pack.js:2:191:2:258""]] may contain quotes when it reaches this attribute definition.","/lib/highlight.9.1.0.pack.js","2","1220","2","1229"
"Incomplete multi-character sanitization","A sanitizer that removes a sequence of characters may reintroduce the dangerous sequence.","warning","The replaced string may still contain a substring that starts matching at [[""<script""|""relative:///dist/swagger-ui.js:3047:26:3047:32""]].","/dist/swagger-ui.js","3047","12","3047","82"
"Incomplete multi-character sanitization","A sanitizer that removes a sequence of characters may reintroduce the dangerous sequence.","warning","The replaced string may still contain a substring that starts matching at [[""<script""|""relative:///src/main/javascript/helpers/handlebars.js:6:26:6:32""]].","/src/main/javascript/helpers/handlebars.js","6","12","6","82"
"Incomplete URL scheme check","Checking for the ""javascript:"" URL scheme without also checking for ""vbscript:"" and ""data:"" suggests a logic error or even a security vulnerability.","warning","This check does not consider data: and vbscript:.","/dist/lib/marked.js","871","9","871","41"
"Incomplete URL scheme check","Checking for the ""javascript:"" URL scheme without also checking for ""vbscript:"" and ""data:"" suggests a logic error or even a security vulnerability.","warning","This check does not consider data: and vbscript:.","/lib/marked.js","871","9","871","41"
"Useless regular-expression character escape","Prepending a backslash to an ordinary character in a string does not have any effect, and may make regular expressions constructed from this string behave unexpectedly.","error","The escape sequence '\{' is equivalent to just '{', so the sequence may still represent a meta-character when it is used in a [[""regular expression""|""relative:///dist/swagger-ui.js:6898:30:6898:53""]].","/dist/swagger-ui.js","6898","31","6898","32"
"Useless regular-expression character escape","Prepending a backslash to an ordinary character in a string does not have any effect, and may make regular expressions constructed from this string behave unexpectedly.","error","The escape sequence '\}' is equivalent to just '}', so the sequence may still represent a meta-character when it is used in a [[""regular expression""|""relative:///dist/swagger-ui.js:6898:30:6898:53""]].","/dist/swagger-ui.js","6898","51","6898","52"
