"Polynomial regular expression used on uncontrolled data","A regular expression that can require polynomial time to match user-provided values may be vulnerable to denial-of-service attacks.","warning","This expensive [[""regular expression""|""relative:///nodeLib/common/handle.js:9:58:9:65""]] use depends on [[""a user-provided value""|""relative:///nodeLib/index.js:39:43:39:49""]].
This expensive [[""regular expression""|""relative:///nodeLib/common/handle.js:9:58:9:65""]] use depends on [[""a user-provided value""|""relative:///nodeLib/index.js:39:84:39:90""]].","/nodeLib/common/handle.js","9","20","9","47"
"Polynomial regular expression used on uncontrolled data","A regular expression that can require polynomial time to match user-provided values may be vulnerable to denial-of-service attacks.","warning","This expensive [[""regular expression""|""relative:///nodeLib/common/rename.js:36:114:36:121""]] use depends on [[""a user-provided value""|""relative:///nodeLib/index.js:39:43:39:49""]].
This expensive [[""regular expression""|""relative:///nodeLib/common/rename.js:36:114:36:121""]] use depends on [[""a user-provided value""|""relative:///nodeLib/index.js:39:84:39:90""]].","/nodeLib/common/rename.js","36","93","36","103"
"Polynomial regular expression used on uncontrolled data","A regular expression that can require polynomial time to match user-provided values may be vulnerable to denial-of-service attacks.","warning","This expensive [[""regular expression""|""relative:///nodeLib/filter/agent.js:130:55:130:58""]] use depends on [[""a user-provided value""|""relative:///nodeLib/index.js:61:68:61:75""]].","/nodeLib/filter/agent.js","130","37","130","44"
"Client-side URL redirect","Client-side URL redirection based on unvalidated user input may cause redirection to malicious web sites.","error","Untrusted URL redirection due to [[""user-provided value""|""relative:///index.html:38:33:38:40""]].","/index.html","64","18","64","22"
"Exception text reinterpreted as HTML","Reinterpreting text from an exception as HTML can lead to a cross-site scripting vulnerability.","warning","[[""Exception text""|""relative:///nodeLib/index.js:39:43:39:49""]] is reinterpreted as HTML without escaping meta-characters.
[[""Exception text""|""relative:///nodeLib/index.js:39:84:39:90""]] is reinterpreted as HTML without escaping meta-characters.","/nodeLib/common/handle.js","62","19","62","58"
"Exception text reinterpreted as HTML","Reinterpreting text from an exception as HTML can lead to a cross-site scripting vulnerability.","warning","[[""Exception text""|""relative:///nodeLib/filter/nginx-http-concat.js:6:24:6:30""]] is reinterpreted as HTML without escaping meta-characters.","/nodeLib/filter/nginx-http-concat.js","21","19","21","58"
"Exception text reinterpreted as HTML","Reinterpreting text from an exception as HTML can lead to a cross-site scripting vulnerability.","warning","[[""Exception text""|""relative:///nodeLib/filter/filter.js:4:69:4:75""]] is reinterpreted as HTML without escaping meta-characters.","/nodeLib/index.js","152","19","152","60"
"Shell command built from environment values","Building a shell command string with values from the enclosing environment may cause subtle bugs or vulnerabilities.","warning","This shell command depends on an uncontrolled [[""absolute path""|""relative:///bin/f2eserver:11:27:11:39""]].","/bin/f2eserver","101","39","101","109"
"Uncontrolled data used in path expression","Accessing paths influenced by users can allow an attacker to access unexpected resources.","error","This path depends on [[""a user-provided value""|""relative:///nodeLib/index.js:39:43:39:49""]].
This path depends on [[""a user-provided value""|""relative:///nodeLib/index.js:39:84:39:90""]].","/nodeLib/common/handle.js","27","39","27","108"
"Uncontrolled data used in path expression","Accessing paths influenced by users can allow an attacker to access unexpected resources.","error","This path depends on [[""a user-provided value""|""relative:///nodeLib/index.js:39:43:39:49""]].
This path depends on [[""a user-provided value""|""relative:///nodeLib/index.js:39:84:39:90""]].","/nodeLib/common/handle.js","34","41","34","124"
