"Reflected cross-site scripting","Writing user input directly to an HTTP response allows for a cross-site scripting vulnerability.","error","Cross-site scripting vulnerability due to [[""user-provided value""|""relative:///index.js:17:25:17:31""]].
Cross-site scripting vulnerability due to [[""user-provided value""|""relative:///index.js:54:18:54:24""]].","/index.js","23","11","42","35"
"Reflected cross-site scripting","Writing user input directly to an HTTP response allows for a cross-site scripting vulnerability.","error","Cross-site scripting vulnerability due to [[""user-provided value""|""relative:///index.js:17:25:17:31""]].
Cross-site scripting vulnerability due to [[""user-provided value""|""relative:///index.js:54:18:54:24""]].","/index.js","60","9","82","7"
"Reflected cross-site scripting","Writing user input directly to an HTTP response allows for a cross-site scripting vulnerability.","error","Cross-site scripting vulnerability due to [[""user-provided value""|""relative:///lib/f-serv.js:1:4156:1:4160""]].
Cross-site scripting vulnerability due to [[""user-provided value""|""relative:///lib/f-serv.js:1:4784:1:4788""]].","/lib/f-serv.js","1","4223","1","4639"
"Reflected cross-site scripting","Writing user input directly to an HTTP response allows for a cross-site scripting vulnerability.","error","Cross-site scripting vulnerability due to [[""user-provided value""|""relative:///lib/f-serv.js:1:4156:1:4160""]].
Cross-site scripting vulnerability due to [[""user-provided value""|""relative:///lib/f-serv.js:1:4784:1:4788""]].","/lib/f-serv.js","1","4941","1","5350"
"Uncontrolled data used in path expression","Accessing paths influenced by users can allow an attacker to access unexpected resources.","error","This path depends on [[""a user-provided value""|""relative:///index.js:17:25:17:31""]].
This path depends on [[""a user-provided value""|""relative:///index.js:54:18:54:24""]].","/addClass.js","4","27","4","30"
"Uncontrolled data used in path expression","Accessing paths influenced by users can allow an attacker to access unexpected resources.","error","This path depends on [[""a user-provided value""|""relative:///index.js:17:25:17:31""]].
This path depends on [[""a user-provided value""|""relative:///index.js:54:18:54:24""]].","/index.js","56","57","56","60"
"Uncontrolled data used in path expression","Accessing paths influenced by users can allow an attacker to access unexpected resources.","error","This path depends on [[""a user-provided value""|""relative:///lib/f-serv.js:1:4156:1:4160""]].
This path depends on [[""a user-provided value""|""relative:///lib/f-serv.js:1:4784:1:4788""]].","/lib/f-serv.js","1","348","1","348"
"Uncontrolled data used in path expression","Accessing paths influenced by users can allow an attacker to access unexpected resources.","error","This path depends on [[""a user-provided value""|""relative:///lib/f-serv.js:1:4156:1:4160""]].
This path depends on [[""a user-provided value""|""relative:///lib/f-serv.js:1:4784:1:4788""]].","/lib/f-serv.js","1","4867","1","4867"
