"Server-side URL redirect","Server-side URL redirection based on unvalidated user input may cause redirection to malicious web sites.","warning","Untrusted URL redirection due to [[""user-provided value""|""relative:///lib/ecstatic.js:177:30:177:36""]].
Untrusted URL redirection due to [[""user-provided value""|""relative:///lib/ecstatic.js:378:83:378:89""]].","/lib/ecstatic.js","395","39","395","63"
"Reflected cross-site scripting","Writing user input directly to an HTTP response allows for a cross-site scripting vulnerability.","error","Cross-site scripting vulnerability due to [[""user-provided value""|""relative:///lib/ecstatic/show-dir/index.js:31:30:31:36""]].
Cross-site scripting vulnerability due to [[""user-provided value""|""relative:///lib/ecstatic.js:177:30:177:36""]].
Cross-site scripting vulnerability due to [[""user-provided value""|""relative:///lib/ecstatic.js:378:83:378:89""]].","/lib/ecstatic/show-dir/index.js","130","21","130","24"
"Stored cross-site scripting","Using uncontrolled stored values in HTML allows for a stored cross-site scripting vulnerability.","error","Stored cross-site scripting vulnerability due to [[""stored value""|""relative:///lib/ecstatic/show-dir/index.js:50:33:50:38""]].","/lib/ecstatic/show-dir/index.js","130","21","130","24"
"Uncontrolled data used in path expression","Accessing paths influenced by users can allow an attacker to access unexpected resources.","error","This path depends on [[""a user-provided value""|""relative:///lib/ecstatic/show-dir/index.js:31:30:31:36""]].
This path depends on [[""a user-provided value""|""relative:///lib/ecstatic.js:177:30:177:36""]].
This path depends on [[""a user-provided value""|""relative:///lib/ecstatic.js:378:83:378:89""]].","/lib/ecstatic/show-dir/index.js","43","13","43","15"
"Uncontrolled data used in path expression","Accessing paths influenced by users can allow an attacker to access unexpected resources.","error","This path depends on [[""a user-provided value""|""relative:///lib/ecstatic/show-dir/index.js:31:30:31:36""]].
This path depends on [[""a user-provided value""|""relative:///lib/ecstatic.js:177:30:177:36""]].
This path depends on [[""a user-provided value""|""relative:///lib/ecstatic.js:378:83:378:89""]].","/lib/ecstatic/show-dir/index.js","50","18","50","20"
"Uncontrolled data used in path expression","Accessing paths influenced by users can allow an attacker to access unexpected resources.","error","This path depends on [[""a user-provided value""|""relative:///lib/ecstatic/show-dir/index.js:31:30:31:36""]].
This path depends on [[""a user-provided value""|""relative:///lib/ecstatic.js:177:30:177:36""]].
This path depends on [[""a user-provided value""|""relative:///lib/ecstatic.js:378:83:378:89""]].","/lib/ecstatic/show-dir/sort-files.js","21","13","21","32"
