"Server-side URL redirect","Server-side URL redirection based on unvalidated user input may cause redirection to malicious web sites.","warning","Untrusted URL redirection due to [[""user-provided value""|""relative:///lib/ecstatic.js:52:17:52:23""]].
Untrusted URL redirection due to [[""user-provided value""|""relative:///lib/ecstatic.js:55:28:55:34""]].
Untrusted URL redirection due to [[""user-provided value""|""relative:///lib/ecstatic.js:114:85:114:91""]].","/lib/ecstatic.js","126","39","127","53"
"Reflected cross-site scripting","Writing user input directly to an HTTP response allows for a cross-site scripting vulnerability.","error","Cross-site scripting vulnerability due to [[""user-provided value""|""relative:///lib/ecstatic/showdir.js:23:28:23:34""]].
Cross-site scripting vulnerability due to [[""user-provided value""|""relative:///lib/ecstatic.js:52:17:52:23""]].
Cross-site scripting vulnerability due to [[""user-provided value""|""relative:///lib/ecstatic.js:55:28:55:34""]].
Cross-site scripting vulnerability due to [[""user-provided value""|""relative:///lib/ecstatic.js:114:85:114:91""]].","/lib/ecstatic/showdir.js","165","21","165","24"
"Stored cross-site scripting","Using uncontrolled stored values in HTML allows for a stored cross-site scripting vulnerability.","error","Stored cross-site scripting vulnerability due to [[""stored value""|""relative:///lib/ecstatic/showdir.js:40:38:40:42""]].","/lib/ecstatic/showdir.js","165","21","165","24"
"Uncontrolled data used in path expression","Accessing paths influenced by users can allow an attacker to access unexpected resources.","error","This path depends on [[""a user-provided value""|""relative:///lib/ecstatic/showdir.js:23:28:23:34""]].
This path depends on [[""a user-provided value""|""relative:///lib/ecstatic.js:52:17:52:23""]].
This path depends on [[""a user-provided value""|""relative:///lib/ecstatic.js:55:28:55:34""]].
This path depends on [[""a user-provided value""|""relative:///lib/ecstatic.js:114:85:114:91""]].","/lib/ecstatic/showdir.js","34","13","34","15"
"Uncontrolled data used in path expression","Accessing paths influenced by users can allow an attacker to access unexpected resources.","error","This path depends on [[""a user-provided value""|""relative:///lib/ecstatic/showdir.js:23:28:23:34""]].
This path depends on [[""a user-provided value""|""relative:///lib/ecstatic.js:52:17:52:23""]].
This path depends on [[""a user-provided value""|""relative:///lib/ecstatic.js:55:28:55:34""]].
This path depends on [[""a user-provided value""|""relative:///lib/ecstatic.js:114:85:114:91""]].","/lib/ecstatic/showdir.js","40","18","40","20"
"Uncontrolled data used in path expression","Accessing paths influenced by users can allow an attacker to access unexpected resources.","error","This path depends on [[""a user-provided value""|""relative:///lib/ecstatic/showdir.js:23:28:23:34""]].
This path depends on [[""a user-provided value""|""relative:///lib/ecstatic.js:52:17:52:23""]].
This path depends on [[""a user-provided value""|""relative:///lib/ecstatic.js:55:28:55:34""]].
This path depends on [[""a user-provided value""|""relative:///lib/ecstatic.js:114:85:114:91""]].","/lib/ecstatic/showdir.js","93","21","93","40"
