"Hard-coded credentials","Hard-coding credentials in source code may enable an attacker to gain unauthorized access.","warning","The hard-coded value ""5TOCyfH3HuszKGzFZntk"" is used as [[""key""|""relative:///app.js:210:22:210:43""]].","/app.js","210","22","210","43"
"Hard-coded credentials","Hard-coding credentials in source code may enable an attacker to gain unauthorized access.","warning","The hard-coded value ""pAgGxo8Hzg7PFlv1HpO8Eg0Y6xtP7zYx"" is used as [[""key""|""relative:///app.js:214:13:214:46""]].","/app.js","214","13","214","46"
"DOM text reinterpreted as HTML","Reinterpreting text from the DOM as HTML can lead to a cross-site scripting vulnerability.","warning","[[""DOM text""|""relative:///public/javascripts/expressCart.js:210:23:210:49""]] is reinterpreted as HTML without escaping meta-characters.
[[""DOM text""|""relative:///public/javascripts/expressCart.js:211:24:211:51""]] is reinterpreted as HTML without escaping meta-characters.
[[""DOM text""|""relative:///public/javascripts/expressCart.js:212:23:212:49""]] is reinterpreted as HTML without escaping meta-characters.
[[""DOM text""|""relative:///public/javascripts/expressCart.js:213:26:213:55""]] is reinterpreted as HTML without escaping meta-characters.","/public/javascripts/expressCart.js","231","42","231","45"
"DOM text reinterpreted as HTML","Reinterpreting text from the DOM as HTML can lead to a cross-site scripting vulnerability.","warning","[[""DOM text""|""relative:///public/javascripts/expressCart.js:601:26:601:57""]] is reinterpreted as HTML without escaping meta-characters.","/public/javascripts/expressCart.js","729","31","729","33"
"Missing rate limiting","An HTTP request handler that performs expensive operations without restricting the rate at which operations can be carried out is vulnerable to denial-of-service attacks.","error","This route handler performs [[""a file system access""|""relative:///routes/admin.js:437:22:437:51""]], but is not rate-limited.
This route handler performs [[""a file system access""|""relative:///routes/admin.js:438:20:438:99""]], but is not rate-limited.
This route handler performs [[""a file system access""|""relative:///routes/admin.js:441:9:441:25""]], but is not rate-limited.
This route handler performs [[""a file system access""|""relative:///routes/admin.js:442:9:442:35""]], but is not rate-limited.
This route handler performs [[""a file system access""|""relative:///routes/admin.js:445:9:449:10""]], but is not rate-limited.","/routes/admin.js","426","76","426","96"
"Missing rate limiting","An HTTP request handler that performs expensive operations without restricting the rate at which operations can be carried out is vulnerable to denial-of-service attacks.","error","This route handler performs [[""a file system access""|""relative:///routes/admin.js:494:5:503:6""]], but is not rate-limited.","/routes/admin.js","490","46","490","60"
"Uncontrolled data used in path expression","Accessing paths influenced by users can allow an attacker to access unexpected resources.","error","This path depends on [[""a user-provided value""|""relative:///routes/admin.js:431:53:431:60""]].","/lib/common.js","105","21","105","29"
"Uncontrolled data used in path expression","Accessing paths influenced by users can allow an attacker to access unexpected resources.","error","This path depends on [[""a user-provided value""|""relative:///routes/admin.js:431:53:431:60""]].","/lib/common.js","107","22","107","30"
"Uncontrolled data used in path expression","Accessing paths influenced by users can allow an attacker to access unexpected resources.","error","This path depends on [[""a user-provided value""|""relative:///routes/admin.js:431:53:431:60""]].","/routes/admin.js","438","41","438","98"
