"Inefficient regular expression","A regular expression that requires exponential time to match certain inputs can be a performance bottleneck, and may be vulnerable to denial-of-service attacks.","error","This part of the regular expression may cause exponential backtracking on strings containing many repetitions of '-'.","/lib/static.js","45","25","45","31"
"CORS misconfiguration for credentials transfer","Misconfiguration of CORS HTTP headers allows for leaks of secret credentials.","error","[[""Credential""|""relative:///lib/manager.js:720:7:720:36""]] leak vulnerability due to [[""a misconfigured CORS header value""|""relative:///lib/manager.js:710:16:710:33""]].
[[""Credential""|""relative:///lib/manager.js:759:9:759:35""]] leak vulnerability due to [[""a misconfigured CORS header value""|""relative:///lib/manager.js:710:16:710:33""]].","/lib/manager.js","739","46","739","51"
"Use of a broken or weak cryptographic algorithm","Using broken or weak cryptographic algorithms can compromise security.","warning","Sensitive data from [[""a call to secretKeyHashValue""|""relative:///support/node-websocket-client/lib/websocket.js:124:17:124:38""]] is used in a broken or weak cryptographic algorithm.","/support/node-websocket-client/lib/websocket.js","124","17","124","38"
"Use of a broken or weak cryptographic algorithm","Using broken or weak cryptographic algorithms can compromise security.","warning","Sensitive data from [[""a call to secretKeyHashValue""|""relative:///support/node-websocket-client/lib/websocket.js:125:17:125:38""]] is used in a broken or weak cryptographic algorithm.","/support/node-websocket-client/lib/websocket.js","125","17","125","38"
"Remote property injection","Allowing writes to arbitrary properties of an object may lead to denial-of-service attacks.","warning","A [[""user-provided value""|""relative:///lib/manager.js:924:25:924:31""]] is used as a property name to write to.","/lib/manager.js","325","19","325","20"
"Remote property injection","Allowing writes to arbitrary properties of an object may lead to denial-of-service attacks.","warning","A [[""user-provided value""|""relative:///lib/manager.js:924:25:924:31""]] is used as a property name to write to.","/lib/manager.js","335","18","335","19"
"Remote property injection","Allowing writes to arbitrary properties of an object may lead to denial-of-service attacks.","warning","A [[""user-provided value""|""relative:///lib/manager.js:924:25:924:31""]] is used as a property name to write to.","/lib/manager.js","345","13","345","14"
"Remote property injection","Allowing writes to arbitrary properties of an object may lead to denial-of-service attacks.","warning","A [[""user-provided value""|""relative:///lib/manager.js:924:25:924:31""]] is used as a property name to write to.","/lib/manager.js","352","26","352","27"
"Remote property injection","Allowing writes to arbitrary properties of an object may lead to denial-of-service attacks.","warning","A [[""user-provided value""|""relative:///lib/manager.js:924:25:924:31""]] is used as a property name to write to.","/lib/manager.js","359","21","359","22"
"Remote property injection","Allowing writes to arbitrary properties of an object may lead to denial-of-service attacks.","warning","A [[""user-provided value""|""relative:///lib/manager.js:924:25:924:31""]] is used as a property name to write to.","/lib/manager.js","495","26","495","27"
"Remote property injection","Allowing writes to arbitrary properties of an object may lead to denial-of-service attacks.","warning","A [[""user-provided value""|""relative:///lib/manager.js:924:25:924:31""]] is used as a property name to write to.","/lib/manager.js","498","22","498","23"
"Remote property injection","Allowing writes to arbitrary properties of an object may lead to denial-of-service attacks.","warning","A [[""user-provided value""|""relative:///lib/manager.js:924:25:924:31""]] is used as a property name to write to.","/lib/manager.js","502","27","502","28"
"Remote property injection","Allowing writes to arbitrary properties of an object may lead to denial-of-service attacks.","warning","A [[""user-provided value""|""relative:///lib/manager.js:924:25:924:31""]] is used as a property name to write to.","/lib/manager.js","507","28","507","29"
"Remote property injection","Allowing writes to arbitrary properties of an object may lead to denial-of-service attacks.","warning","A [[""user-provided value""|""relative:///lib/manager.js:924:25:924:31""]] is used as a property name to write to.","/lib/manager.js","511","24","511","25"
"Remote property injection","Allowing writes to arbitrary properties of an object may lead to denial-of-service attacks.","warning","A [[""user-provided value""|""relative:///lib/manager.js:924:25:924:31""]] is used as a property name to write to.","/lib/manager.js","518","29","518","30"
"Remote property injection","Allowing writes to arbitrary properties of an object may lead to denial-of-service attacks.","warning","A [[""user-provided value""|""relative:///lib/manager.js:924:25:924:31""]] is used as a property name to write to.","/lib/manager.js","647","21","647","27"
"Remote property injection","Allowing writes to arbitrary properties of an object may lead to denial-of-service attacks.","warning","A [[""user-provided value""|""relative:///lib/manager.js:924:25:924:31""]] is used as a property name to write to.","/lib/manager.js","652","23","652","29"
