
/src/fileServer.js
  8:3  warning  Found fs.readFile with non literal argument at index 0  security/detect-non-literal-fs-filename

/src/html/jquery-1.11.1.min.js
  2:676    warning  Generic Object Injection Sink                             security/detect-object-injection
  2:1157   warning  Generic Object Injection Sink                             security/detect-object-injection
  2:1397   warning  Generic Object Injection Sink                             security/detect-object-injection
  2:1503   warning  Generic Object Injection Sink                             security/detect-object-injection
  2:1530   warning  Generic Object Injection Sink                             security/detect-object-injection
  2:1537   warning  Generic Object Injection Sink                             security/detect-object-injection
  2:1657   warning  Generic Object Injection Sink                             security/detect-object-injection
  2:1692   warning  Generic Object Injection Sink                             security/detect-object-injection
  2:2871   warning  Function Call Object Injection Sink                       security/detect-object-injection
  2:2921   warning  Function Call Object Injection Sink                       security/detect-object-injection
  2:2978   warning  Function Call Object Injection Sink                       security/detect-object-injection
  2:2985   warning  Function Call Object Injection Sink                       security/detect-object-injection
  2:3032   warning  Function Call Object Injection Sink                       security/detect-object-injection
  2:3039   warning  Function Call Object Injection Sink                       security/detect-object-injection
  2:3367   warning  Generic Object Injection Sink                             security/detect-object-injection
  2:3494   warning  Generic Object Injection Sink                             security/detect-object-injection
  2:3603   warning  Function Call Object Injection Sink                       security/detect-object-injection
  2:3625   warning  Function Call Object Injection Sink                       security/detect-object-injection
  2:3716   warning  Function Call Object Injection Sink                       security/detect-object-injection
  2:3765   warning  Function Call Object Injection Sink                       security/detect-object-injection
  2:3882   warning  Generic Object Injection Sink                             security/detect-object-injection
  2:4684   warning  Generic Object Injection Sink                             security/detect-object-injection
  2:5162   warning  Found non-literal argument to RegExp Constructor          security/detect-non-literal-regexp
  2:5223   warning  Found non-literal argument to RegExp Constructor          security/detect-non-literal-regexp
  2:5254   warning  Found non-literal argument to RegExp Constructor          security/detect-non-literal-regexp
  2:5297   warning  Found non-literal argument to RegExp Constructor          security/detect-non-literal-regexp
  2:5347   warning  Found non-literal argument to RegExp Constructor          security/detect-non-literal-regexp
  2:5363   warning  Found non-literal argument to RegExp Constructor          security/detect-non-literal-regexp
  2:5391   warning  Found non-literal argument to RegExp Constructor          security/detect-non-literal-regexp
  2:5421   warning  Found non-literal argument to RegExp Constructor          security/detect-non-literal-regexp
  2:5451   warning  Found non-literal argument to RegExp Constructor          security/detect-non-literal-regexp
  2:5497   warning  Found non-literal argument to RegExp Constructor          security/detect-non-literal-regexp
  2:5522   warning  Found non-literal argument to RegExp Constructor          security/detect-non-literal-regexp
  2:5546   warning  Found non-literal argument to RegExp Constructor          security/detect-non-literal-regexp
  2:5699   warning  Found non-literal argument to RegExp Constructor          security/detect-non-literal-regexp
  2:5742   warning  Found non-literal argument to RegExp Constructor          security/detect-non-literal-regexp
  2:5997   warning  Found non-literal argument to RegExp Constructor          security/detect-non-literal-regexp
  2:6366   warning  Assignment in WhileStatement. Is this accidental?         scanjs-rules/accidental_assignment
  2:6580   warning  Assignment in IfStatement. Is this accidental?            scanjs-rules/accidental_assignment
  2:6595   warning  Assignment in IfStatement. Is this accidental?            scanjs-rules/accidental_assignment
  2:7073   warning  Assignment in ConditionalExpression. Is this accidental?  scanjs-rules/accidental_assignment
  2:7183   warning  Generic Object Injection Sink                             security/detect-object-injection
  2:7193   warning  Function Call Object Injection Sink                       security/detect-object-injection
  2:7516   warning  Generic Object Injection Sink                             security/detect-object-injection
  2:7733   warning  Generic Object Injection Sink                             security/detect-object-injection
  2:7865   warning  Assignment in WhileStatement. Is this accidental?         scanjs-rules/accidental_assignment
  2:8243   warning  Generic Object Injection Sink                             security/detect-object-injection
  2:8251   warning  Generic Object Injection Sink                             security/detect-object-injection
  2:8258   warning  Generic Object Injection Sink                             security/detect-object-injection
  2:8263   warning  Generic Object Injection Sink                             security/detect-object-injection
  2:8645   warning  The function addEventListener can be unsafe               scanjs-rules/call_addEventListener
  2:9862   warning  Assignment in WhileStatement. Is this accidental?         scanjs-rules/accidental_assignment
  2:10949  warning  Found non-literal argument to RegExp Constructor          security/detect-non-literal-regexp
  2:10985  warning  Found non-literal argument to RegExp Constructor          security/detect-non-literal-regexp
  2:11286  warning  Assignment in WhileStatement. Is this accidental?         scanjs-rules/accidental_assignment
  2:11882  warning  Assignment in WhileStatement. Is this accidental?         scanjs-rules/accidental_assignment
  2:11920  warning  Assignment in WhileStatement. Is this accidental?         scanjs-rules/accidental_assignment
  2:11960  warning  Generic Object Injection Sink                             security/detect-object-injection
  2:11967  warning  Generic Object Injection Sink                             security/detect-object-injection
  2:11988  warning  Function Call Object Injection Sink                       security/detect-object-injection
  2:11993  warning  Function Call Object Injection Sink                       security/detect-object-injection
  2:11999  warning  Generic Object Injection Sink                             security/detect-object-injection
  2:12011  warning  Generic Object Injection Sink                             security/detect-object-injection
  2:12887  warning  Assignment in WhileStatement. Is this accidental?         scanjs-rules/accidental_assignment
  2:12906  warning  Generic Object Injection Sink                             security/detect-object-injection
  2:12945  warning  Function Call Object Injection Sink                       security/detect-object-injection
  2:13199  warning  Assignment in WhileStatement. Is this accidental?         scanjs-rules/accidental_assignment
  2:14226  warning  Found non-literal argument to RegExp Constructor          security/detect-non-literal-regexp
  2:14998  warning  Assignment in WhileStatement. Is this accidental?         scanjs-rules/accidental_assignment
  2:15006  warning  Generic Object Injection Sink                             security/detect-object-injection
  2:15154  warning  Generic Object Injection Sink                             security/detect-object-injection
  2:15161  warning  Generic Object Injection Sink                             security/detect-object-injection
  2:15172  warning  Generic Object Injection Sink                             security/detect-object-injection
  2:15220  warning  Generic Object Injection Sink                             security/detect-object-injection
  2:15236  warning  Assignment in WhileStatement. Is this accidental?         scanjs-rules/accidental_assignment
  2:15252  warning  Generic Object Injection Sink                             security/detect-object-injection
  2:15306  warning  Generic Object Injection Sink                             security/detect-object-injection
  2:15340  warning  Generic Object Injection Sink                             security/detect-object-injection
  2:15341  warning  Generic Object Injection Sink                             security/detect-object-injection
  2:15348  warning  Generic Object Injection Sink                             security/detect-object-injection
  2:15384  warning  Assignment in WhileStatement. Is this accidental?         scanjs-rules/accidental_assignment
  2:15400  warning  Generic Object Injection Sink                             security/detect-object-injection
  2:15485  warning  Generic Object Injection Sink                             security/detect-object-injection
  2:15486  warning  Generic Object Injection Sink                             security/detect-object-injection
  2:15493  warning  Generic Object Injection Sink                             security/detect-object-injection
  2:15593  warning  Generic Object Injection Sink                             security/detect-object-injection
  2:15680  warning  Generic Object Injection Sink                             security/detect-object-injection
  2:15824  warning  Function Call Object Injection Sink                       security/detect-object-injection
  2:15830  warning  Generic Object Injection Sink                             security/detect-object-injection
  2:15837  warning  Generic Object Injection Sink                             security/detect-object-injection
  2:15842  warning  Generic Object Injection Sink                             security/detect-object-injection
  2:15956  warning  Generic Object Injection Sink                             security/detect-object-injection
  2:16029  warning  Generic Object Injection Sink                             security/detect-object-injection
  2:16037  warning  Generic Object Injection Sink                             security/detect-object-injection
  2:16044  warning  Generic Object Injection Sink                             security/detect-object-injection
  2:16406  warning  Assignment in IfStatement. Is this accidental?            scanjs-rules/accidental_assignment
  2:18023  warning  Generic Object Injection Sink                             security/detect-object-injection
  2:18071  warning  Generic Object Injection Sink                             security/detect-object-injection
  2:18460  warning  Generic Object Injection Sink                             security/detect-object-injection
  2:18475  warning  Generic Object Injection Sink                             security/detect-object-injection
  2:18485  warning  Function Call Object Injection Sink                       security/detect-object-injection
  2:18679  warning  Generic Object Injection Sink                             security/detect-object-injection
  2:18789  warning  Assignment in WhileStatement. Is this accidental?         scanjs-rules/accidental_assignment
  2:18797  warning  Generic Object Injection Sink                             security/detect-object-injection
  2:18878  warning  Assignment in WhileStatement. Is this accidental?         scanjs-rules/accidental_assignment
  2:18886  warning  Generic Object Injection Sink                             security/detect-object-injection
  2:18938  warning  Assignment in WhileStatement. Is this accidental?         scanjs-rules/accidental_assignment
  2:18946  warning  Generic Object Injection Sink                             security/detect-object-injection
  2:18978  warning  Generic Object Injection Sink                             security/detect-object-injection
  2:18985  warning  Generic Object Injection Sink                             security/detect-object-injection
  2:18997  warning  Generic Object Injection Sink                             security/detect-object-injection
  2:19043  warning  Generic Object Injection Sink                             security/detect-object-injection
  2:19153  warning  Function Call Object Injection Sink                       security/detect-object-injection
  2:19244  warning  Function Call Object Injection Sink                       security/detect-object-injection
  2:19335  warning  Generic Object Injection Sink                             security/detect-object-injection
  2:19428  warning  Generic Object Injection Sink                             security/detect-object-injection
  2:19448  warning  Generic Object Injection Sink                             security/detect-object-injection
  2:19673  warning  Generic Object Injection Sink                             security/detect-object-injection
  2:19683  warning  Generic Object Injection Sink                             security/detect-object-injection
  2:19693  warning  Generic Object Injection Sink                             security/detect-object-injection
  2:19753  warning  Generic Object Injection Sink                             security/detect-object-injection
  2:19767  warning  Generic Object Injection Sink                             security/detect-object-injection
  2:19816  warning  Generic Object Injection Sink                             security/detect-object-injection
  2:19840  warning  Generic Object Injection Sink                             security/detect-object-injection
  2:19851  warning  Generic Object Injection Sink                             security/detect-object-injection
  2:19858  warning  Generic Object Injection Sink                             security/detect-object-injection
  2:20201  warning  Assignment in IfStatement. Is this accidental?            scanjs-rules/accidental_assignment
  2:20217  warning  Generic Object Injection Sink                             security/detect-object-injection
  2:20263  warning  Generic Object Injection Sink                             security/detect-object-injection
  2:20285  warning  Generic Object Injection Sink                             security/detect-object-injection
  2:20299  warning  Generic Object Injection Sink                             security/detect-object-injection
  2:20337  warning  Generic Object Injection Sink                             security/detect-object-injection
  2:20749  warning  Generic Object Injection Sink                             security/detect-object-injection
  2:20773  warning  Assignment in WhileStatement. Is this accidental?         scanjs-rules/accidental_assignment
  2:20881  warning  Assignment in WhileStatement. Is this accidental?         scanjs-rules/accidental_assignment
  2:20930  warning  Generic Object Injection Sink                             security/detect-object-injection
  2:20936  warning  Generic Object Injection Sink                             security/detect-object-injection
  2:20943  warning  Generic Object Injection Sink                             security/detect-object-injection
