"Prototype pollution in utility function","Recursively assigning properties on objects may cause accidental modification of a built-in prototype object.","warning","Properties are copied from [[""b""|""relative:///static/js/require.js:7:375:7:375""]] to [[""b""|""relative:///static/js/require.js:8:9:8:9""]] without guarding against prototype pollution.","/static/js/require.js","8","9","8","9"
"Uncontrolled data used in path expression","Accessing paths influenced by users can allow an attacker to access unexpected resources.","error","This path depends on [[""a user-provided value""|""relative:///node-server.js:21:32:21:38""]].
This path depends on [[""a user-provided value""|""relative:///node-server.js:22:41:22:47""]].
This path depends on [[""a user-provided value""|""relative:///node-server.js:22:82:22:88""]].","/lib/filter/directory.js","11","16","11","23"
"Uncontrolled data used in path expression","Accessing paths influenced by users can allow an attacker to access unexpected resources.","error","This path depends on [[""a user-provided value""|""relative:///node-server.js:21:32:21:38""]].
This path depends on [[""a user-provided value""|""relative:///node-server.js:22:41:22:47""]].
This path depends on [[""a user-provided value""|""relative:///node-server.js:22:82:22:88""]].","/lib/plugins/upload.js","35","22","35","29"
"Uncontrolled data used in path expression","Accessing paths influenced by users can allow an attacker to access unexpected resources.","error","This path depends on [[""a user-provided value""|""relative:///node-server.js:22:41:22:47""]].
This path depends on [[""a user-provided value""|""relative:///node-server.js:22:82:22:88""]].","/node-server.js","28","15","28","22"
"Uncontrolled data used in path expression","Accessing paths influenced by users can allow an attacker to access unexpected resources.","error","This path depends on [[""a user-provided value""|""relative:///node-server.js:21:32:21:38""]].
This path depends on [[""a user-provided value""|""relative:///node-server.js:22:41:22:47""]].
This path depends on [[""a user-provided value""|""relative:///node-server.js:22:82:22:88""]].","/node-server.js","30","29","30","36"
"Uncontrolled data used in path expression","Accessing paths influenced by users can allow an attacker to access unexpected resources.","error","This path depends on [[""a user-provided value""|""relative:///node-server.js:21:32:21:38""]].
This path depends on [[""a user-provided value""|""relative:///node-server.js:22:41:22:47""]].
This path depends on [[""a user-provided value""|""relative:///node-server.js:22:82:22:88""]].","/node-server.js","48","44","48","51"
