"Unsafe shell command constructed from library input","Using externally controlled strings in a command line may allow a malicious user to change the meaning of the command.","error","[[""Array element""|""relative:///index.js:110:5:112:5""]] based on library input is later used in [[""shell command""|""relative:///index.js:11:3:16:4""]].
[[""Array element""|""relative:///index.js:110:5:112:5""]] based on library input is later used in [[""shell command""|""relative:///index.js:11:3:16:4""]].","/index.js","110","5","112","5"
"Unsafe shell command constructed from library input","Using externally controlled strings in a command line may allow a malicious user to change the meaning of the command.","error","[[""Array element""|""relative:///index.js:128:14:128:60""]] based on library input is later used in [[""shell command""|""relative:///index.js:11:3:16:4""]].
[[""Array element""|""relative:///index.js:128:14:128:60""]] based on library input is later used in [[""shell command""|""relative:///index.js:11:3:16:4""]].
[[""Array element""|""relative:///index.js:128:14:128:60""]] based on library input is later used in [[""shell command""|""relative:///index.js:11:3:16:4""]].
[[""Array element""|""relative:///index.js:128:14:128:60""]] based on library input is later used in [[""shell command""|""relative:///index.js:11:3:16:4""]].
[[""Array element""|""relative:///index.js:128:14:128:60""]] based on library input is later used in [[""shell command""|""relative:///index.js:11:3:16:4""]].
[[""Array element""|""relative:///index.js:128:14:128:60""]] based on library input is later used in [[""shell command""|""relative:///index.js:11:3:16:4""]].
[[""Array element""|""relative:///index.js:128:14:128:60""]] based on library input is later used in [[""shell command""|""relative:///index.js:11:3:16:4""]].
[[""Array element""|""relative:///index.js:128:14:128:60""]] based on library input is later used in [[""shell command""|""relative:///index.js:11:3:16:4""]].
[[""Array element""|""relative:///index.js:128:14:128:60""]] based on library input is later used in [[""shell command""|""relative:///index.js:11:3:16:4""]].","/index.js","128","14","128","60"
