"Incomplete string escaping or encoding","A string transformer that does not replace or escape all occurrences of a meta-character may be ineffective.","warning","This replaces only the first occurrence of '\\'.","/build/npm.js","3276","12","3277","14"
"Incomplete string escaping or encoding","A string transformer that does not replace or escape all occurrences of a meta-character may be ineffective.","warning","This does not escape backslash characters in the input.","/build/npm.js","6473","41","6474","14"
"Incomplete string escaping or encoding","A string transformer that does not replace or escape all occurrences of a meta-character may be ineffective.","warning","This does not escape backslash characters in the input.","/build/npm.js","11551","15","11551","38"
"Incomplete string escaping or encoding","A string transformer that does not replace or escape all occurrences of a meta-character may be ineffective.","warning","This replaces only the first occurrence of '\\'.","/functions/filesystem/realpath.js","12","10","13","12"
"Incomplete string escaping or encoding","A string transformer that does not replace or escape all occurrences of a meta-character may be ineffective.","warning","This does not escape backslash characters in the input.","/functions/strings/rtrim.js","12","41","13","12"
"Incomplete string escaping or encoding","A string transformer that does not replace or escape all occurrences of a meta-character may be ineffective.","warning","This does not escape backslash characters in the input.","/functions/var/var_export.js","111","13","111","36"
"Incomplete string escaping or encoding","A string transformer that does not replace or escape all occurrences of a meta-character may be ineffective.","warning","This replaces only the first occurrence of '\r'.","/lib/phpjsutil.js","36","22","36","33"
"Incomplete multi-character sanitization","A sanitizer that removes a sequence of characters may reintroduce the dangerous sequence.","warning","The replaced string may still contain a substring that starts matching at [[""<!--""|""relative:///build/npm.js:7257:29:7257:32""]].","/build/npm.js","7258","12","7258","48"
"Incomplete multi-character sanitization","A sanitizer that removes a sequence of characters may reintroduce the dangerous sequence.","warning","The replaced string may still contain a substring that starts matching at [[""<!--""|""relative:///functions/strings/strip_tags.js:40:27:40:30""]].","/functions/strings/strip_tags.js","41","10","41","46"
"Uncontrolled data used in path expression","Accessing paths influenced by users can allow an attacker to access unexpected resources.","error","This path depends on [[""a user-provided value""|""relative:///test/browser/server.js:13:13:13:19""]].","/test/browser/server.js","13","13","13","19"
"Useless regular-expression character escape","Prepending a backslash to an ordinary character in a string does not have any effect, and may make regular expressions constructed from this string behave unexpectedly.","error","The escape sequence '\S' is equivalent to just 'S', so the sequence is not a character class when it is used in a [[""regular expression""|""relative:///build/npm.js:8286:43:8286:61""]].
The escape sequence '\S' is equivalent to just 'S', so the sequence is not a character class when it is used in a [[""regular expression""|""relative:///build/npm.js:8287:41:8287:58""]].","/build/npm.js","8283","18","8283","19"
"Useless regular-expression character escape","Prepending a backslash to an ordinary character in a string does not have any effect, and may make regular expressions constructed from this string behave unexpectedly.","error","The escape sequence '\s' is equivalent to just 's', so the sequence is not a character class when it is used in a [[""regular expression""|""relative:///build/npm.js:8286:43:8286:61""]].
The escape sequence '\s' is equivalent to just 's', so the sequence is not a character class when it is used in a [[""regular expression""|""relative:///build/npm.js:8287:41:8287:58""]].","/build/npm.js","8283","16","8283","17"
"Useless regular-expression character escape","Prepending a backslash to an ordinary character in a string does not have any effect, and may make regular expressions constructed from this string behave unexpectedly.","error","The escape sequence '\S' is equivalent to just 'S', so the sequence is not a character class when it is used in a [[""regular expression""|""relative:///functions/var/is_unicode.js:17:41:17:59""]].
The escape sequence '\S' is equivalent to just 'S', so the sequence is not a character class when it is used in a [[""regular expression""|""relative:///functions/var/is_unicode.js:18:39:18:56""]].","/functions/var/is_unicode.js","14","16","14","17"
"Useless regular-expression character escape","Prepending a backslash to an ordinary character in a string does not have any effect, and may make regular expressions constructed from this string behave unexpectedly.","error","The escape sequence '\s' is equivalent to just 's', so the sequence is not a character class when it is used in a [[""regular expression""|""relative:///functions/var/is_unicode.js:17:41:17:59""]].
The escape sequence '\s' is equivalent to just 's', so the sequence is not a character class when it is used in a [[""regular expression""|""relative:///functions/var/is_unicode.js:18:39:18:56""]].","/functions/var/is_unicode.js","14","14","14","15"
