"Replacement of a substring with itself","Replacing a substring with itself has no effect and may indicate a mistake.","warning","This replaces '¦' with itself.","/public/js/monaco-editor/dev/vs/editor/editor.main.js","66025","55","66025","57"
"Replacement of a substring with itself","Replacing a substring with itself has no effect and may indicate a mistake.","warning","This replaces '¦' with itself.","/public/js/monaco-editor/dev/vs/editor/editor.main.js","66031","53","66031","55"
"Replacement of a substring with itself","Replacing a substring with itself has no effect and may indicate a mistake.","warning","This replaces '¦' with itself.","/public/js/monaco-editor/dev/vs/editor/editor.main.js","66043","56","66043","58"
"Replacement of a substring with itself","Replacing a substring with itself has no effect and may indicate a mistake.","warning","This replaces '¦' with itself.","/public/js/monaco-editor/min/vs/editor/editor.main.js","31","997114","31","997116"
"Replacement of a substring with itself","Replacing a substring with itself has no effect and may indicate a mistake.","warning","This replaces '¦' with itself.","/public/js/monaco-editor/min/vs/editor/editor.main.js","31","997163","31","997165"
"Replacement of a substring with itself","Replacing a substring with itself has no effect and may indicate a mistake.","warning","This replaces '¦' with itself.","/public/js/monaco-editor/min/vs/editor/editor.main.js","31","997306","31","997308"
"Inefficient regular expression","A regular expression that requires exponential time to match certain inputs can be a performance bottleneck, and may be vulnerable to denial-of-service attacks.","error","This part of the regular expression may cause exponential backtracking on strings containing many repetitions of '**'.","/public/js/monaco-editor/dev/vs/editor/editor.main.js","5176","35","5176","51"
"Inefficient regular expression","A regular expression that requires exponential time to match certain inputs can be a performance bottleneck, and may be vulnerable to denial-of-service attacks.","error","This part of the regular expression may cause exponential backtracking on strings containing many repetitions of '**'.","/public/js/monaco-editor/min/vs/editor/editor.main.js","12","5856","12","5872"
"Prototype pollution in utility function","Recursively assigning properties on objects may cause accidental modification of a built-in prototype object.","warning","Properties are copied from [[""source""|""relative:///public/js/monaco-editor/dev/vs/editor/editor.main.js:6673:25:6673:30""]] to [[""destination""|""relative:///public/js/monaco-editor/dev/vs/editor/editor.main.js:6680:29:6680:39""]] without guarding against prototype pollution.","/public/js/monaco-editor/dev/vs/editor/editor.main.js","6680","29","6680","39"
"Prototype pollution in utility function","Recursively assigning properties on objects may cause accidental modification of a built-in prototype object.","warning","Properties are copied from [[""add""|""relative:///public/js/monaco-editor/dev/vs/editor/editor.main.js:63025:21:63025:23""]] to [[""base""|""relative:///public/js/monaco-editor/dev/vs/editor/editor.main.js:63031:21:63031:24""]] without guarding against prototype pollution.","/public/js/monaco-editor/dev/vs/editor/editor.main.js","63031","21","63031","24"
"Prototype pollution in utility function","Recursively assigning properties on objects may cause accidental modification of a built-in prototype object.","warning","Properties are copied from [[""t""|""relative:///public/js/monaco-editor/min/vs/editor/editor.main.js:31:4930:31:4930""]] to [[""e""|""relative:///public/js/monaco-editor/min/vs/editor/editor.main.js:31:5014:31:5014""]] without guarding against prototype pollution.","/public/js/monaco-editor/min/vs/editor/editor.main.js","31","5014","31","5014"
"Prototype pollution in utility function","Recursively assigning properties on objects may cause accidental modification of a built-in prototype object.","warning","Properties are copied from [[""t""|""relative:///public/js/monaco-editor/min/vs/editor/editor.main.js:31:944614:31:944614""]] to [[""e""|""relative:///public/js/monaco-editor/min/vs/editor/editor.main.js:31:944698:31:944698""]] without guarding against prototype pollution.","/public/js/monaco-editor/min/vs/editor/editor.main.js","31","944698","31","944698"
"Incomplete string escaping or encoding","A string transformer that does not replace or escape all occurrences of a meta-character may be ineffective.","warning","This does not escape backslash characters in the input.","/public/js/monaco-editor/dev/vs/editor/editor.main.js","43681","49","43681","68"
"Incomplete string escaping or encoding","A string transformer that does not replace or escape all occurrences of a meta-character may be ineffective.","warning","This replaces only the first occurrence of ""*"".","/public/js/monaco-editor/dev/vs/language/typescript/lib/typescriptServices.js","38","18817","38","18825"
"Incomplete string escaping or encoding","A string transformer that does not replace or escape all occurrences of a meta-character may be ineffective.","warning","This replaces only the first occurrence of ""\t"".","/public/js/monaco-editor/dev/vs/language/typescript/lib/typescriptServices.js","56","7062","56","7070"
"Incomplete string escaping or encoding","A string transformer that does not replace or escape all occurrences of a meta-character may be ineffective.","warning","This replaces only the first occurrence of ""*"".","/public/js/monaco-editor/dev/vs/language/typescript/lib/typescriptServices.js","65","6854","65","6862"
"Incomplete string escaping or encoding","A string transformer that does not replace or escape all occurrences of a meta-character may be ineffective.","warning","This does not escape backslash characters in the input.","/public/js/monaco-editor/min/vs/editor/editor.main.js","31","570928","31","570942"
"Incomplete string escaping or encoding","A string transformer that does not replace or escape all occurrences of a meta-character may be ineffective.","warning","This replaces only the first occurrence of ""*"".","/public/js/monaco-editor/min/vs/language/typescript/lib/typescriptServices.js","38","18817","38","18825"
"Incomplete string escaping or encoding","A string transformer that does not replace or escape all occurrences of a meta-character may be ineffective.","warning","This replaces only the first occurrence of ""\t"".","/public/js/monaco-editor/min/vs/language/typescript/lib/typescriptServices.js","56","7062","56","7070"
"Incomplete string escaping or encoding","A string transformer that does not replace or escape all occurrences of a meta-character may be ineffective.","warning","This replaces only the first occurrence of ""*"".","/public/js/monaco-editor/min/vs/language/typescript/lib/typescriptServices.js","65","6854","65","6862"
"Uncontrolled data used in path expression","Accessing paths influenced by users can allow an attacker to access unexpected resources.","error","This path depends on [[""a user-provided value""|""relative:///index.js:17:38:17:48""]].","/index.js","19","37","19","40"
"Uncontrolled data used in path expression","Accessing paths influenced by users can allow an attacker to access unexpected resources.","error","This path depends on [[""a user-provided value""|""relative:///index.js:17:38:17:48""]].","/index.js","22","24","22","27"
"Uncontrolled data used in path expression","Accessing paths influenced by users can allow an attacker to access unexpected resources.","error","This path depends on [[""a user-provided value""|""relative:///index.js:17:38:17:48""]].","/index.js","25","49","25","64"
"Uncontrolled data used in path expression","Accessing paths influenced by users can allow an attacker to access unexpected resources.","error","This path depends on [[""a user-provided value""|""relative:///index.js:17:38:17:48""]].","/index.js","28","49","28","65"
"Uncontrolled data used in path expression","Accessing paths influenced by users can allow an attacker to access unexpected resources.","error","This path depends on [[""a user-provided value""|""relative:///index.js:17:38:17:48""]].","/index.js","43","48","43","51"
"Uncontrolled data used in path expression","Accessing paths influenced by users can allow an attacker to access unexpected resources.","error","This path depends on [[""a user-provided value""|""relative:///index.js:51:68:51:78""]].","/index.js","55","26","55","29"
"Uncontrolled data used in path expression","Accessing paths influenced by users can allow an attacker to access unexpected resources.","error","This path depends on [[""a user-provided value""|""relative:///index.js:51:68:51:78""]].","/index.js","57","44","57","47"
"Missing regular expression anchor","Regular expressions without anchors can be vulnerable to bypassing.","warning","Misleading operator precedence. The subexpression '^data:' is anchored at the beginning, but the other parts of this regular expression are not","/public/js/monaco-editor/dev/vs/editor/editor.main.js","15740","37","15740","57"
"Missing regular expression anchor","Regular expressions without anchors can be vulnerable to bypassing.","warning","Misleading operator precedence. The subexpression '^data:' is anchored at the beginning, but the other parts of this regular expression are not","/public/js/monaco-editor/min/vs/editor/editor.main.js","31","109398","31","109418"
