"Hard-coded credentials","Hard-coding credentials in source code may enable an attacker to gain unauthorized access.","warning","The hard-coded value ""cookiesecret"" is used as [[""key""|""relative:///lib/router.js:42:30:42:53""]].","/config.default.js","127","62","127","75"
"Hard-coded credentials","Hard-coding credentials in source code may enable an attacker to gain unauthorized access.","warning","The hard-coded value ""sessionsecret"" is used as [[""key""|""relative:///lib/router.js:48:13:48:37""]].","/config.default.js","131","64","131","78"
"Hard-coded credentials","Hard-coding credentials in source code may enable an attacker to gain unauthorized access.","warning","The hard-coded value ""admin"" is used as [[""user name""|""relative:///lib/router.js:27:29:27:53""]].","/config.default.js","143","48","143","54"
"Hard-coded credentials","Hard-coding credentials in source code may enable an attacker to gain unauthorized access.","warning","The hard-coded value ""cookiesecret"" is used as [[""key""|""relative:///lib/router.js:42:30:42:53""]].","/test/testDefaultConfig.js","17","19","17","32"
"Hard-coded credentials","Hard-coding credentials in source code may enable an attacker to gain unauthorized access.","warning","The hard-coded value ""sessionsecret"" is used as [[""key""|""relative:///lib/router.js:48:13:48:37""]].","/test/testDefaultConfig.js","18","20","18","34"
"Incomplete string escaping or encoding","A string transformer that does not replace or escape all occurrences of a meta-character may be ineffective.","warning","This replaces only the first occurrence of /[\]]/.","/lib/scripts/collection.js","7","10","7","42"
"Incomplete string escaping or encoding","A string transformer that does not replace or escape all occurrences of a meta-character may be ineffective.","warning","This replaces only the first occurrence of /\[/.","/lib/scripts/collection.js","7","10","7","21"
"Unvalidated dynamic method call","Calling a method with a user-controlled name may dispatch to an unexpected target, which could cause an exception.","warning","Invocation of method with [[""user-controlled""|""relative:///lib/routes/collection.js:37:18:37:31""]] name may dispatch to unexpected target and cause an exception.
Invocation of method with [[""user-controlled""|""relative:///lib/routes/collection.js:37:36:37:49""]] name may dispatch to unexpected target and cause an exception.","/lib/routes/collection.js","69","15","69","30"
"Missing CSRF middleware","Using cookies without CSRF protection may allow malicious websites to submit requests on behalf of the user.","error","This cookie middleware is serving a request handler [[""here""|""relative:///lib/router.js:77:22:98:3""]] without CSRF protection.","/lib/router.js","42","17","42","54"
"Remote property injection","Allowing writes to arbitrary properties of an object may lead to denial-of-service attacks.","warning","A [[""user-provided value""|""relative:///lib/routes/collection.js:35:13:35:15""]] is used as a property name to write to.","/lib/routes/collection.js","73","14","73","16"
