"Server-side URL redirect","Server-side URL redirection based on unvalidated user input may cause redirection to malicious web sites.","warning","Untrusted URL redirection due to [[""user-provided value""|""relative:///expressfs.server.js:23:29:23:36""]].","/expressfs.server.js","23","29","23","45"
"Server-side URL redirect","Server-side URL redirection based on unvalidated user input may cause redirection to malicious web sites.","warning","Untrusted URL redirection due to [[""user-provided value""|""relative:///expressfs.server.js:229:29:229:36""]].","/expressfs.server.js","229","29","229","45"
"Incomplete string escaping or encoding","A string transformer that does not replace or escape all occurrences of a meta-character may be ineffective.","warning","This does not escape backslash characters in the input.","/test/qunit-1.12.0.js","1824","17","1824","38"
"Reflected cross-site scripting","Writing user input directly to an HTTP response allows for a cross-site scripting vulnerability.","error","Cross-site scripting vulnerability due to [[""user-provided value""|""relative:///expressfs.server.js:43:16:43:23""]].","/expressfs.server.js","46","25","46","48"
"Reflected cross-site scripting","Writing user input directly to an HTTP response allows for a cross-site scripting vulnerability.","error","Cross-site scripting vulnerability due to [[""user-provided value""|""relative:///expressfs.server.js:154:16:154:23""]].","/expressfs.server.js","157","18","157","33"
"Reflected cross-site scripting","Writing user input directly to an HTTP response allows for a cross-site scripting vulnerability.","error","Cross-site scripting vulnerability due to [[""user-provided value""|""relative:///expressfs.server.js:154:16:154:23""]].","/expressfs.server.js","159","18","159","41"
"Stored cross-site scripting","Using uncontrolled stored values in HTML allows for a stored cross-site scripting vulnerability.","error","Stored cross-site scripting vulnerability due to [[""stored value""|""relative:///expressfs.server.js:126:37:126:41""]].","/expressfs.server.js","148","18","148","30"
"Stored cross-site scripting","Using uncontrolled stored values in HTML allows for a stored cross-site scripting vulnerability.","error","Stored cross-site scripting vulnerability due to [[""stored value""|""relative:///expressfs.server.js:174:37:174:44""]].","/expressfs.server.js","176","16","176","39"
"Uncontrolled command line","Using externally controlled strings in a command line may allow a malicious user to change the meaning of the command.","error","This command depends on [[""a user-provided value""|""relative:///expressfs.server.js:31:18:31:25""]].
This command depends on [[""a user-provided value""|""relative:///expressfs.server.js:32:23:32:30""]].","/expressfs.server.js","33","10","33","46"
"Uncontrolled command line","Using externally controlled strings in a command line may allow a malicious user to change the meaning of the command.","error","This command depends on [[""a user-provided value""|""relative:///expressfs.server.js:203:16:203:23""]].","/expressfs.server.js","204","10","204","25"
"Missing rate limiting","An HTTP request handler that performs expensive operations without restricting the rate at which operations can be carried out is vulnerable to denial-of-service attacks.","error","This route handler performs [[""a file system access""|""relative:///expressfs.server.js:19:5:25:6""]], but is not rate-limited.","/expressfs.server.js","14","45","14","70"
"Missing rate limiting","An HTTP request handler that performs expensive operations without restricting the rate at which operations can be carried out is vulnerable to denial-of-service attacks.","error","This route handler performs [[""a system command""|""relative:///expressfs.server.js:33:5:35:6""]], but is not rate-limited.","/expressfs.server.js","29","37","29","62"
"Missing rate limiting","An HTTP request handler that performs expensive operations without restricting the rate at which operations can be carried out is vulnerable to denial-of-service attacks.","error","This route handler performs [[""a file system access""|""relative:///expressfs.server.js:44:5:52:6""]], but is not rate-limited.","/expressfs.server.js","42","41","42","66"
"Missing rate limiting","An HTTP request handler that performs expensive operations without restricting the rate at which operations can be carried out is vulnerable to denial-of-service attacks.","error","This route handler performs [[""a file system access""|""relative:///expressfs.server.js:126:5:150:6""]], but is not rate-limited.","/expressfs.server.js","119","52","119","77"
"Missing rate limiting","An HTTP request handler that performs expensive operations without restricting the rate at which operations can be carried out is vulnerable to denial-of-service attacks.","error","This route handler performs [[""a file system access""|""relative:///expressfs.server.js:155:5:160:6""]], but is not rate-limited.","/expressfs.server.js","153","41","153","66"
"Missing rate limiting","An HTTP request handler that performs expensive operations without restricting the rate at which operations can be carried out is vulnerable to denial-of-service attacks.","error","This route handler performs [[""a file system access""|""relative:///expressfs.server.js:174:5:177:6""]], but is not rate-limited.","/expressfs.server.js","172","42","172","67"
"Missing rate limiting","An HTTP request handler that performs expensive operations without restricting the rate at which operations can be carried out is vulnerable to denial-of-service attacks.","error","This route handler performs [[""a file system access""|""relative:///expressfs.server.js:182:5:184:6""]], but is not rate-limited.","/expressfs.server.js","180","43","180","68"
"Missing rate limiting","An HTTP request handler that performs expensive operations without restricting the rate at which operations can be carried out is vulnerable to denial-of-service attacks.","error","This route handler performs [[""a system command""|""relative:///expressfs.server.js:204:5:206:6""]], but is not rate-limited.","/expressfs.server.js","201","40","201","65"
"Missing rate limiting","An HTTP request handler that performs expensive operations without restricting the rate at which operations can be carried out is vulnerable to denial-of-service attacks.","error","This route handler performs [[""a file system access""|""relative:///expressfs.server.js:212:5:216:6""]], but is not rate-limited.","/expressfs.server.js","210","41","210","66"
"Missing rate limiting","An HTTP request handler that performs expensive operations without restricting the rate at which operations can be carried out is vulnerable to denial-of-service attacks.","error","This route handler performs [[""a file system access""|""relative:///expressfs.server.js:225:5:231:6""]], but is not rate-limited.","/expressfs.server.js","220","44","220","69"
"Uncontrolled data used in path expression","Accessing paths influenced by users can allow an attacker to access unexpected resources.","error","This path depends on [[""a user-provided value""|""relative:///expressfs.server.js:15:16:15:23""]].","/expressfs.server.js","19","19","19","22"
"Uncontrolled data used in path expression","Accessing paths influenced by users can allow an attacker to access unexpected resources.","error","This path depends on [[""a user-provided value""|""relative:///expressfs.server.js:43:16:43:23""]].","/expressfs.server.js","44","15","44","18"
"Uncontrolled data used in path expression","Accessing paths influenced by users can allow an attacker to access unexpected resources.","error","This path depends on [[""a user-provided value""|""relative:///expressfs.server.js:43:16:43:23""]].","/expressfs.server.js","47","20","47","23"
"Uncontrolled data used in path expression","Accessing paths influenced by users can allow an attacker to access unexpected resources.","error","This path depends on [[""a user-provided value""|""relative:///expressfs.server.js:89:16:89:23""]].
This path depends on [[""a user-provided value""|""relative:///expressfs.server.js:90:21:90:28""]].","/expressfs.server.js","58","15","58","22"
"Uncontrolled data used in path expression","Accessing paths influenced by users can allow an attacker to access unexpected resources.","error","This path depends on [[""a user-provided value""|""relative:///expressfs.server.js:89:16:89:23""]].
This path depends on [[""a user-provided value""|""relative:///expressfs.server.js:90:21:90:28""]].","/expressfs.server.js","61","20","61","27"
"Uncontrolled data used in path expression","Accessing paths influenced by users can allow an attacker to access unexpected resources.","error","This path depends on [[""a user-provided value""|""relative:///expressfs.server.js:104:16:104:23""]].","/expressfs.server.js","73","15","73","22"
"Uncontrolled data used in path expression","Accessing paths influenced by users can allow an attacker to access unexpected resources.","error","This path depends on [[""a user-provided value""|""relative:///expressfs.server.js:120:16:120:23""]].","/expressfs.server.js","126","16","126","19"
"Uncontrolled data used in path expression","Accessing paths influenced by users can allow an attacker to access unexpected resources.","error","This path depends on [[""a user-provided value""|""relative:///expressfs.server.js:120:16:120:23""]].","/expressfs.server.js","137","23","137","37"
"Uncontrolled data used in path expression","Accessing paths influenced by users can allow an attacker to access unexpected resources.","error","This path depends on [[""a user-provided value""|""relative:///expressfs.server.js:154:16:154:23""]].","/expressfs.server.js","155","15","155","18"
"Uncontrolled data used in path expression","Accessing paths influenced by users can allow an attacker to access unexpected resources.","error","This path depends on [[""a user-provided value""|""relative:///expressfs.server.js:173:16:173:23""]].","/expressfs.server.js","174","16","174","19"
"Uncontrolled data used in path expression","Accessing paths influenced by users can allow an attacker to access unexpected resources.","error","This path depends on [[""a user-provided value""|""relative:///expressfs.server.js:181:16:181:23""]].","/expressfs.server.js","182","17","182","20"
"Uncontrolled data used in path expression","Accessing paths influenced by users can allow an attacker to access unexpected resources.","error","This path depends on [[""a user-provided value""|""relative:///expressfs.server.js:188:19:188:26""]].","/expressfs.server.js","193","17","193","23"
"Uncontrolled data used in path expression","Accessing paths influenced by users can allow an attacker to access unexpected resources.","error","This path depends on [[""a user-provided value""|""relative:///expressfs.server.js:189:19:189:26""]].","/expressfs.server.js","193","26","193","32"
"Uncontrolled data used in path expression","Accessing paths influenced by users can allow an attacker to access unexpected resources.","error","This path depends on [[""a user-provided value""|""relative:///expressfs.server.js:211:16:211:23""]].","/expressfs.server.js","212","15","212","18"
