"Prototype pollution in utility function","Recursively assigning properties on objects may cause accidental modification of a built-in prototype object.","warning","The property chain [[""name""|""relative:///es-modules/annotations/navigationBindings.js:357:40:357:43""]] is recursively assigned to [[""parent""|""relative:///es-modules/annotations/navigationBindings.js:361:25:361:30""]] without guarding against prototype pollution.","/es-modules/annotations/navigationBindings.js","361","25","361","30"
"Prototype pollution in utility function","Recursively assigning properties on objects may cause accidental modification of a built-in prototype object.","warning","Properties are copied from [[""obj""|""relative:///es-modules/parts/Utilities.js:1985:21:1985:23""]] to [[""copy""|""relative:///es-modules/parts/Utilities.js:798:17:798:20""]] without guarding against prototype pollution.","/es-modules/parts/Utilities.js","798","17","798","20"
"Prototype pollution in utility function","Recursively assigning properties on objects may cause accidental modification of a built-in prototype object.","warning","Properties are copied from [[""obj""|""relative:///es-modules/parts/Utilities.js:1985:21:1985:23""]] to [[""copy""|""relative:///es-modules/parts/Utilities.js:802:17:802:20""]] without guarding against prototype pollution.","/es-modules/parts/Utilities.js","802","17","802","20"
"Prototype pollution in utility function","Recursively assigning properties on objects may cause accidental modification of a built-in prototype object.","warning","Properties are copied from [[""d""|""relative:///highcharts-gantt.js:29:45:29:45""]] to [[""d""|""relative:///highcharts-gantt.js:10:437:10:437""]] without guarding against prototype pollution.","/highcharts-gantt.js","10","437","10","437"
"Prototype pollution in utility function","Recursively assigning properties on objects may cause accidental modification of a built-in prototype object.","warning","Properties are copied from [[""obj""|""relative:///highcharts-gantt.src.js:2193:33:2193:35""]] to [[""copy""|""relative:///highcharts-gantt.src.js:946:25:946:28""]] without guarding against prototype pollution.","/highcharts-gantt.src.js","946","25","946","28"
"Prototype pollution in utility function","Recursively assigning properties on objects may cause accidental modification of a built-in prototype object.","warning","Properties are copied from [[""a""|""relative:///highcharts.js:28:514:28:514""]] to [[""a""|""relative:///highcharts.js:10:382:10:382""]] without guarding against prototype pollution.","/highcharts.js","10","382","10","382"
"Prototype pollution in utility function","Recursively assigning properties on objects may cause accidental modification of a built-in prototype object.","warning","Properties are copied from [[""obj""|""relative:///highcharts.src.js:2193:33:2193:35""]] to [[""copy""|""relative:///highcharts.src.js:946:25:946:28""]] without guarding against prototype pollution.","/highcharts.src.js","946","25","946","28"
"Prototype pollution in utility function","Recursively assigning properties on objects may cause accidental modification of a built-in prototype object.","warning","Properties are copied from [[""b""|""relative:///highmaps.js:28:484:28:484""]] to [[""b""|""relative:///highmaps.js:10:382:10:382""]] without guarding against prototype pollution.","/highmaps.js","10","382","10","382"
"Prototype pollution in utility function","Recursively assigning properties on objects may cause accidental modification of a built-in prototype object.","warning","Properties are copied from [[""obj""|""relative:///highmaps.src.js:2193:33:2193:35""]] to [[""copy""|""relative:///highmaps.src.js:946:25:946:28""]] without guarding against prototype pollution.","/highmaps.src.js","946","25","946","28"
"Prototype pollution in utility function","Recursively assigning properties on objects may cause accidental modification of a built-in prototype object.","warning","Properties are copied from [[""b""|""relative:///highstock.js:28:515:28:515""]] to [[""b""|""relative:///highstock.js:10:382:10:382""]] without guarding against prototype pollution.","/highstock.js","10","382","10","382"
"Prototype pollution in utility function","Recursively assigning properties on objects may cause accidental modification of a built-in prototype object.","warning","Properties are copied from [[""obj""|""relative:///highstock.src.js:2193:33:2193:35""]] to [[""copy""|""relative:///highstock.src.js:946:25:946:28""]] without guarding against prototype pollution.","/highstock.src.js","946","25","946","28"
"Prototype pollution in utility function","Recursively assigning properties on objects may cause accidental modification of a built-in prototype object.","warning","The property chain [[""b""|""relative:///modules/annotations-advanced.js:115:51:115:51""]] is recursively assigned to [[""g""|""relative:///modules/annotations-advanced.js:115:81:115:81""]] without guarding against prototype pollution.","/modules/annotations-advanced.js","115","81","115","81"
"Prototype pollution in utility function","Recursively assigning properties on objects may cause accidental modification of a built-in prototype object.","warning","The property chain [[""name""|""relative:///modules/annotations-advanced.src.js:5787:48:5787:51""]] is recursively assigned to [[""parent""|""relative:///modules/annotations-advanced.src.js:5791:33:5791:38""]] without guarding against prototype pollution.","/modules/annotations-advanced.src.js","5791","33","5791","38"
"Prototype pollution in utility function","Recursively assigning properties on objects may cause accidental modification of a built-in prototype object.","warning","The property chain [[""b""|""relative:///modules/annotations.js:72:382:72:382""]] is recursively assigned to [[""h""|""relative:///modules/annotations.js:72:412:72:412""]] without guarding against prototype pollution.","/modules/annotations.js","72","412","72","412"
"Prototype pollution in utility function","Recursively assigning properties on objects may cause accidental modification of a built-in prototype object.","warning","The property chain [[""name""|""relative:///modules/annotations.src.js:3820:48:3820:51""]] is recursively assigned to [[""parent""|""relative:///modules/annotations.src.js:3824:33:3824:38""]] without guarding against prototype pollution.","/modules/annotations.src.js","3824","33","3824","38"
"Prototype pollution in utility function","Recursively assigning properties on objects may cause accidental modification of a built-in prototype object.","warning","The property chain [[""b""|""relative:///modules/stock-tools.js:20:232:20:232""]] is recursively assigned to [[""r""|""relative:///modules/stock-tools.js:20:262:20:262""]] without guarding against prototype pollution.","/modules/stock-tools.js","20","262","20","262"
"Prototype pollution in utility function","Recursively assigning properties on objects may cause accidental modification of a built-in prototype object.","warning","The property chain [[""name""|""relative:///modules/stock-tools.src.js:476:48:476:51""]] is recursively assigned to [[""parent""|""relative:///modules/stock-tools.src.js:480:33:480:38""]] without guarding against prototype pollution.","/modules/stock-tools.src.js","480","33","480","38"
"Incomplete string escaping or encoding","A string transformer that does not replace or escape all occurrences of a meta-character may be ineffective.","warning","This replaces only the first occurrence of /\n/.","/es-modules/modules/exporting.src.js","996","15","1004","20"
"Incomplete string escaping or encoding","A string transformer that does not replace or escape all occurrences of a meta-character may be ineffective.","warning","This replaces only the first occurrence of '<'.","/es-modules/modules/oldie.src.js","981","26","981","39"
"Incomplete string escaping or encoding","A string transformer that does not replace or escape all occurrences of a meta-character may be ineffective.","warning","This does not escape backslash characters in the input.","/es-modules/parts/SvgRenderer.js","520","13","524","24"
"Incomplete string escaping or encoding","A string transformer that does not replace or escape all occurrences of a meta-character may be ineffective.","warning","This does not escape backslash characters in the input.","/highcharts-gantt.js","76","384","76","443"
"Incomplete string escaping or encoding","A string transformer that does not replace or escape all occurrences of a meta-character may be ineffective.","warning","This does not escape backslash characters in the input.","/highcharts-gantt.src.js","5942","21","5946","32"
"Incomplete string escaping or encoding","A string transformer that does not replace or escape all occurrences of a meta-character may be ineffective.","warning","This does not escape backslash characters in the input.","/highcharts.js","76","384","76","443"
"Incomplete string escaping or encoding","A string transformer that does not replace or escape all occurrences of a meta-character may be ineffective.","warning","This does not escape backslash characters in the input.","/highcharts.src.js","5942","21","5946","32"
"Incomplete string escaping or encoding","A string transformer that does not replace or escape all occurrences of a meta-character may be ineffective.","warning","This does not escape backslash characters in the input.","/highmaps.js","76","384","76","443"
"Incomplete string escaping or encoding","A string transformer that does not replace or escape all occurrences of a meta-character may be ineffective.","warning","This does not escape backslash characters in the input.","/highmaps.src.js","5942","21","5946","32"
"Incomplete string escaping or encoding","A string transformer that does not replace or escape all occurrences of a meta-character may be ineffective.","warning","This does not escape backslash characters in the input.","/highstock.js","76","384","76","443"
