"Shell command built from environment values","Building a shell command string with values from the enclosing environment may cause subtle bugs or vulnerabilities.","warning","This shell command depends on an uncontrolled [[""absolute path""|""relative:///installer/driverInstall.js:17:19:17:31""]].
This shell command depends on an uncontrolled [[""absolute path""|""relative:///installer/driverInstall.js:18:20:18:57""]].
This shell command depends on an uncontrolled [[""absolute path""|""relative:///installer/driverInstall.js:111:27:111:65""]].
This shell command depends on an uncontrolled [[""absolute path""|""relative:///installer/driverInstall.js:299:31:299:69""]].
This shell command depends on an uncontrolled [[""absolute path""|""relative:///installer/driverInstall.js:321:31:321:69""]].","/installer/driverInstall.js","128","20","128","73"
"Shell command built from environment values","Building a shell command string with values from the enclosing environment may cause subtle bugs or vulnerabilities.","warning","This shell command depends on an uncontrolled [[""absolute path""|""relative:///installer/driverInstall.js:17:19:17:31""]].
This shell command depends on an uncontrolled [[""absolute path""|""relative:///installer/driverInstall.js:18:20:18:57""]].
This shell command depends on an uncontrolled [[""absolute path""|""relative:///installer/driverInstall.js:111:27:111:65""]].
This shell command depends on an uncontrolled [[""absolute path""|""relative:///installer/driverInstall.js:299:31:299:69""]].
This shell command depends on an uncontrolled [[""absolute path""|""relative:///installer/driverInstall.js:321:31:321:69""]].","/installer/driverInstall.js","142","20","142","110"
"Shell command built from environment values","Building a shell command string with values from the enclosing environment may cause subtle bugs or vulnerabilities.","warning","This shell command depends on an uncontrolled [[""absolute path""|""relative:///installer/driverInstall.js:17:19:17:31""]].
This shell command depends on an uncontrolled [[""absolute path""|""relative:///installer/driverInstall.js:378:49:378:94""]].","/installer/driverInstall.js","437","45","437","57"
"Shell command built from environment values","Building a shell command string with values from the enclosing environment may cause subtle bugs or vulnerabilities.","warning","This shell command depends on an uncontrolled [[""absolute path""|""relative:///installer/driverInstall.js:17:19:17:31""]].
This shell command depends on an uncontrolled [[""absolute path""|""relative:///installer/driverInstall.js:632:24:632:53""]].","/installer/driverInstall.js","635","23","635","59"
"Shell command built from environment values","Building a shell command string with values from the enclosing environment may cause subtle bugs or vulnerabilities.","warning","This shell command depends on an uncontrolled [[""absolute path""|""relative:///installer/driverInstall.js:17:19:17:31""]].
This shell command depends on an uncontrolled [[""absolute path""|""relative:///installer/driverInstall.js:632:24:632:53""]].","/installer/driverInstall.js","637","23","637","54"
"Missing rate limiting","An HTTP request handler that performs expensive operations without restricting the rate at which operations can be carried out is vulnerable to denial-of-service attacks.","error","This route handler performs [[""a file system access""|""relative:///test/webapp.js:55:5:55:51""]], but is not rate-limited.","/test/webapp.js","54","14","54","33"
