"Reflected cross-site scripting","Writing user input directly to an HTTP response allows for a cross-site scripting vulnerability.","error","Cross-site scripting vulnerability due to [[""user-provided value""|""relative:///lib/server.js:306:43:306:49""]].
Cross-site scripting vulnerability due to [[""user-provided value""|""relative:///lib/server.js:334:38:334:44""]].","/lib/server.js","172","20","172","23"
"Reflected cross-site scripting","Writing user input directly to an HTTP response allows for a cross-site scripting vulnerability.","error","Cross-site scripting vulnerability due to [[""user-provided value""|""relative:///lib/server.js:306:43:306:49""]].
Cross-site scripting vulnerability due to [[""user-provided value""|""relative:///lib/server.js:346:53:346:59""]].","/lib/server.js","372","22","372","36"
"Stored cross-site scripting","Using uncontrolled stored values in HTML allows for a stored cross-site scripting vulnerability.","error","Stored cross-site scripting vulnerability due to [[""stored value""|""relative:///lib/server.js:193:11:193:34""]].","/lib/server.js","172","20","172","23"
"Stored cross-site scripting","Using uncontrolled stored values in HTML allows for a stored cross-site scripting vulnerability.","error","Stored cross-site scripting vulnerability due to [[""stored value""|""relative:///lib/server.js:193:11:193:34""]].","/lib/server.js","372","22","372","36"
"Uncontrolled data used in path expression","Accessing paths influenced by users can allow an attacker to access unexpected resources.","error","This path depends on [[""a user-provided value""|""relative:///lib/server.js:306:43:306:49""]].
This path depends on [[""a user-provided value""|""relative:///lib/server.js:334:38:334:44""]].","/lib/server.js","157","28","157","35"
"Uncontrolled data used in path expression","Accessing paths influenced by users can allow an attacker to access unexpected resources.","error","This path depends on [[""a user-provided value""|""relative:///lib/server.js:306:43:306:49""]].
This path depends on [[""a user-provided value""|""relative:///lib/server.js:334:38:334:44""]].
This path depends on [[""a user-provided value""|""relative:///lib/server.js:346:53:346:59""]].","/lib/server.js","193","26","193","33"
"Uncontrolled data used in path expression","Accessing paths influenced by users can allow an attacker to access unexpected resources.","error","This path depends on [[""a user-provided value""|""relative:///lib/server.js:306:43:306:49""]].
This path depends on [[""a user-provided value""|""relative:///lib/server.js:334:38:334:44""]].
This path depends on [[""a user-provided value""|""relative:///lib/server.js:346:53:346:59""]].","/lib/server.js","242","11","242","13"
"Uncontrolled data used in path expression","Accessing paths influenced by users can allow an attacker to access unexpected resources.","error","This path depends on [[""a user-provided value""|""relative:///lib/server.js:306:43:306:49""]].
This path depends on [[""a user-provided value""|""relative:///lib/server.js:334:38:334:44""]].
This path depends on [[""a user-provided value""|""relative:///lib/server.js:346:53:346:59""]].","/lib/server.js","245","40","245","42"
"Uncontrolled data used in path expression","Accessing paths influenced by users can allow an attacker to access unexpected resources.","error","This path depends on [[""a user-provided value""|""relative:///lib/server.js:306:43:306:49""]].
This path depends on [[""a user-provided value""|""relative:///lib/server.js:334:38:334:44""]].","/lib/server.js","352","20","352","27"
"Uncontrolled data used in path expression","Accessing paths influenced by users can allow an attacker to access unexpected resources.","error","This path depends on [[""a user-provided value""|""relative:///lib/server.js:306:43:306:49""]].
This path depends on [[""a user-provided value""|""relative:///lib/server.js:334:38:334:44""]].","/lib/server.js","353","31","353","38"
"Uncontrolled data used in path expression","Accessing paths influenced by users can allow an attacker to access unexpected resources.","error","This path depends on [[""a user-provided value""|""relative:///lib/server.js:306:43:306:49""]].
This path depends on [[""a user-provided value""|""relative:///lib/server.js:346:53:346:59""]].","/lib/server.js","364","37","364","42"
"Uncontrolled data used in path expression","Accessing paths influenced by users can allow an attacker to access unexpected resources.","error","This path depends on [[""a user-provided value""|""relative:///lib/server.js:306:43:306:49""]].
This path depends on [[""a user-provided value""|""relative:///lib/server.js:346:53:346:59""]].","/lib/server.js","364","61","364","66"
"Uncontrolled data used in path expression","Accessing paths influenced by users can allow an attacker to access unexpected resources.","error","This path depends on [[""a user-provided value""|""relative:///lib/server.js:368:37:368:43""]].
This path depends on [[""a user-provided value""|""relative:///lib/server.js:306:43:306:49""]].","/lib/server.js","368","37","368","43"
